roc_auc,ap,fold,scale_pos_weight
0.8562325493048744,0.8058099527465927,1,1.2122512351734056
0.8555370511807217,0.8037417037927654,2,1.2119894418459118
0.8570196237451557,0.8067108013860836,3,1.2118386060336217
0.8560897868503099,0.8043309694803636,4,1.2103579588728104
0.8582934683506067,0.8056058269299172,5,1.2091492008421254
