label,threshold,precision_at_th,recall_at_th,event_pos_rate,n_events
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,0.0012046747612331932,0.49897988974272733,1.0,0.49897988974272733,1171442
HLT_Mu17_Mu8,0.0008117756333330283,0.024772033101083963,1.0,0.024772033101083963,1171442
HLT_Mu17_Mu8_DZ,0.00010665471874903438,0.021538411632842258,1.0,0.021538411632842258,1171442
